"exper","male","school","wage"
10,0,11,4.82114934921265
8,0,12,6.66567897796631
9,0,13,5.27890348434448
9,0,13,5.63959646224976
10,0,12,6.80431079864502
7,0,12,5.51200389862061
8,0,13,7.96178340911865
6,0,14,12.5523614883423
6,0,12,9.11018562316895
8,0,11,4.54959058761597
9,0,12,6.2953634262085
8,0,12,6.17534446716309
7,0,13,6.12444877624512
6,0,12,3.49968504905701
8,0,12,3.36650466918945
7,0,13,6.12230539321899
8,0,13,5.29809856414795
9,0,12,4.31263256072998
8,0,13,5.07454347610474
6,0,12,3.82165598869324
6,0,13,6.27756023406982
8,0,12,8.72733974456787
7,0,13,5.26088333129883
7,0,13,10.9423484802246
6,0,13,5.57324838638306
9,0,12,9.33021450042725
4,0,12,7.91410827636719
5,0,12,5.3895149230957
9,0,12,2.90911316871643
11,0,11,9.01333999633789
9,0,12,4.99270153045654
3,0,12,2.24563121795654
9,0,12,3.36844682693481
8,0,13,7.34933853149414
8,0,12,4.0589485168457
8,0,11,3.02936148643494
5,0,12,2.44977951049805
4,0,13,2.71865773200989
6,0,12,0.679823875427246
9,0,12,5.23708438873291
7,0,12,3.17903661727905
8,0,13,4.89955902099609
6,0,8,0.0979911834001541
7,0,12,2.5641815662384
8,0,13,11.3739767074585
8,0,13,5.70396423339844
7,0,13,8.00984287261963
11,0,9,0.908064901828766
8,0,13,7.40631008148193
8,0,13,2.83658671379089
7,0,13,3.66761612892151
7,0,12,2.98566889762878
9,0,12,4.65458106994629
8,0,12,2.78900790214539
10,0,12,2.10212111473083
8,0,12,4.09045743942261
6,0,14,8.64814376831055
9,0,11,3.01709699630737
8,0,12,2.54777073860168
6,0,9,1.14506542682648
7,0,13,7.6555609703064
11,0,11,7.07714080810547
8,0,13,1.7498425245285
10,0,12,5.51200389862061
8,0,12,3.98089170455933
6,0,12,4.0146689414978
4,0,12,3.97055172920227
10,0,12,3.53857040405273
5,0,14,4.46265554428101
7,0,13,6.12444877624512
9,0,12,4.08826303482056
7,0,12,1.7076210975647
6,0,13,6.73689365386963
3,0,13,0.594162940979004
4,0,12,1.45199692249298
6,0,13,9.79911804199219
8,0,13,5.69716167449951
9,0,12,16.7809906005859
9,0,12,2.86266374588013
8,0,14,5.7903881072998
7,0,13,7.50244998931885
3,0,12,3.54983973503113
9,0,13,2.41469430923462
13,0,7,4.35516357421875
10,0,11,1.99543440341949
9,0,12,1.1708505153656
8,0,13,7.34933853149414
6,0,11,4.27048492431641
6,0,9,2.65392780303955
6,0,12,3.35232996940613
6,0,12,5.97133779525757
9,0,13,4.89955902099609
8,0,13,1.63797557353973
8,0,13,5.97133779525757
6,0,12,2.75222134590149
8,0,12,12.7868041992188
5,0,12,3.36844682693481
8,0,14,3.67466926574707
10,0,12,2.68329048156738
3,0,14,2.8951940536499
4,0,12,11.207202911377
5,0,12,4.10401201248169
4,0,14,2.79816293716431
8,0,12,2.16387963294983
10,0,12,3.05103397369385
7,0,12,6.17129564285278
8,0,12,9.68325042724609
9,0,12,8.04927539825439
9,0,11,4.73602437973022
4,0,12,6.87348222732544
9,0,12,3.8277804851532
9,0,12,10.2940225601196
8,0,12,13.0878629684448
9,0,12,3.40666270256042
6,0,13,5.27681541442871
5,0,12,4.54959058761597
7,0,12,3.70315504074097
9,0,12,3.58408260345459
5,0,9,5.35245943069458
8,0,12,4.54959058761597
6,0,9,3.53857040405273
9,0,12,6.06612062454224
6,0,12,7.06405925750732
4,0,12,2.9034423828125
7,0,12,8.33430099487305
5,0,12,1.99044585227966
8,0,11,5.51200389862061
8,0,11,3.5125515460968
9,0,11,4.16462516784668
6,0,12,5.0246057510376
9,0,12,5.51605987548828
8,0,12,5.97133779525757
9,0,12,7.01478719711304
5,0,12,5.24541044235229
4,0,12,4.44022560119629
13,0,7,3.06222438812256
6,0,12,6.56641912460327
6,0,12,7.38074588775635
6,0,12,2.17551589012146
9,0,12,4.89955902099609
9,0,8,6.81111717224121
8,0,12,3.98089170455933
6,0,11,6.43067121505737
5,0,11,3.37602114677429
9,0,12,5.11102914810181
6,0,12,2.92175531387329
8,0,12,7.34933853149414
7,0,12,10.1007699966431
8,0,12,6.50102663040161
7,0,12,8.26800632476807
8,0,12,2.77736639976501
9,0,12,5.80879974365234
8,0,12,4.59333658218384
7,0,12,11.008885383606
9,0,12,7.72859334945679
7,0,12,1.96103036403656
6,0,12,7.66445541381836
9,0,12,4.28628969192505
7,0,12,2.24803304672241
5,0,12,6.10244464874268
9,0,11,6.73689365386963
8,0,11,2.97850894927979
9,0,12,4.06213426589966
6,0,12,5.51200389862061
6,0,12,5.70964527130127
5,0,13,6.41486549377441
10,0,9,6.39003992080688
7,0,12,10.4115629196167
8,0,10,3.76375222206116
8,0,11,2.76131224632263
9,0,11,5.08800363540649
9,0,12,3.33477830886841
10,0,8,2.8951940536499
4,0,11,2.51866602897644
8,0,12,4.06992101669312
9,0,11,3.8277804851532
6,0,12,5.64915895462036
6,0,12,5.81822633743286
6,0,12,2.29666829109192
11,0,10,3.98089170455933
3,0,12,1.49283444881439
2,0,12,2.5683171749115
6,0,12,5.59539699554443
9,0,12,10.6157112121582
3,0,12,8.20468521118164
6,0,12,1.22488975524902
9,0,12,11.0059947967529
7,0,12,6.61481523513794
5,0,9,1.59768223762512
9,0,12,7.16716337203979
9,0,12,7.6555609703064
9,0,12,4.15139532089233
8,0,12,9.59837245941162
6,0,12,6.48617792129517
6,0,12,9.42222881317139
7,0,12,8.04405212402344
6,0,13,4.89955902099609
5,0,12,4.89955902099609
7,0,12,4.65849018096924
8,0,12,3.50920987129211
5,0,11,1.84239614009857
8,0,12,3.06960320472717
9,0,12,3.93478107452393
7,0,12,3.06222438812256
9,0,12,6.12444877624512
6,0,12,4.89955902099609
9,0,12,5.35889291763306
8,0,12,6.2503719329834
6,0,12,3.98089170455933
8,0,12,5.86443376541138
9,0,11,4.63502883911133
5,0,12,1.61934578418732
5,0,12,5.16440010070801
8,0,12,3.9282808303833
6,0,12,4.08670806884766
5,0,11,6.24453592300415
9,0,11,4.50013828277588
9,0,12,3.17433977127075
8,0,12,3.77051687240601
5,0,11,2.33027815818787
5,0,12,7.96178340911865
8,0,12,6.84884595870972
9,0,12,5.14088296890259
9,0,12,9.56780815124512
9,0,11,5.87043952941895
8,0,12,3.91964721679688
7,0,12,7.6555609703064
9,0,12,6.73689365386963
7,0,9,4.28711414337158
6,0,13,8.21046543121338
10,0,11,2.64291572570801
8,0,12,3.67466926574707
7,0,12,0.689829587936401
8,0,12,1.82191836833954
5,0,12,6.64940166473389
7,0,11,3.98089170455933
6,0,12,2.50227475166321
8,0,11,1.48683905601501
7,0,11,4.09697246551514
9,0,11,7.29671812057495
9,0,11,4.21119117736816
5,0,13,8.36859035491943
9,0,11,3.15630650520325
9,0,12,4.71272325515747
8,0,12,3.52621626853943
7,0,12,4.70357656478882
8,0,10,4.17045783996582
9,0,12,4.83865308761597
3,0,11,2.4581835269928
9,0,12,6.12444877624512
6,0,12,8.88045120239258
7,0,12,7.6555609703064
8,0,11,5.20256567001343
6,0,12,3.1546688079834
5,0,12,3.41982650756836
9,0,12,4.88594150543213
9,0,12,0.51978999376297
9,0,12,4.28711414337158
6,0,12,3.06222438812256
6,0,13,4.69326162338257
8,0,12,10.9246921539307
8,0,11,4.67685174942017
9,0,10,2.44977951049805
9,0,12,2.22929930686951
9,0,12,4.2099461555481
8,0,12,5.17175674438477
7,0,12,1.22086489200592
6,0,12,2.92008113861084
4,0,10,2.9098904132843
7,0,12,1.55895066261292
9,0,12,3.76889157295227
9,0,12,7.96178340911865
4,0,11,0.816593170166016
7,0,12,3.9502694606781
6,0,10,2.17104244232178
7,0,12,4.45859861373901
6,0,10,3.54868054389954
6,0,13,11.6364526748657
8,0,12,2.91558265686035
5,0,11,2.3885350227356
6,0,11,4.89955902099609
4,0,12,7.04311609268188
6,0,12,4.38710498809814
7,0,11,5.3078556060791
9,0,12,5.89416933059692
6,0,10,2.33068418502808
6,0,12,1.00702404975891
9,0,12,6.36147499084473
10,0,11,6.05376625061035
10,0,10,3.40115022659302
8,0,12,4.97611474990845
9,0,12,2.86624193191528
7,0,11,2.78117084503174
9,0,11,2.77938628196716
5,0,13,3.14838576316833
10,0,10,3.67466926574707
8,0,12,8.88045120239258
9,0,12,4.89955902099609
8,0,12,0.281335115432739
9,0,12,7.55641317367554
8,0,12,4.89955902099609
5,0,12,2.28458642959595
9,0,12,2.82666873931885
8,0,13,6.01556968688965
5,0,13,4.50837135314941
9,0,12,9.47734069824219
11,0,10,8.63651084899902
4,0,12,3.67466926574707
6,0,12,3.12226796150208
9,0,11,9.2007474899292
2,0,12,4.24410820007324
9,0,12,2.51507472991943
5,0,11,3.59230136871338
5,0,12,4.7356333732605
6,0,12,3.87704229354858
8,0,11,6.04956483840942
6,0,11,2.92399096488953
7,0,11,10.3930044174194
9,0,11,8.59367084503174
8,0,11,7.31752347946167
7,0,10,7.16280555725098
7,0,12,6.76912784576416
8,0,10,6.21959114074707
7,0,11,11.3066749572754
8,0,10,4.67935419082642
7,0,11,4.28743505477905
4,0,11,3.11311173439026
7,0,11,4.81074523925781
8,0,11,6.60795783996582
10,0,8,2.58302140235901
6,0,11,12.0957860946655
6,0,8,1.44616794586182
4,0,11,7.96178340911865
6,0,11,5.58855962753296
8,0,11,5.21824932098389
8,0,10,3.21688222885132
9,0,11,3.32915282249451
3,0,11,3.06222438812256
9,0,11,4.27478313446045
9,0,11,4.74644804000854
8,0,11,6.34224557876587
7,0,10,1.83556962013245
7,0,11,5.59415054321289
5,0,12,2.92008113861084
6,0,11,7.04311609268188
8,0,11,6.12444877624512
4,0,11,0.661758601665497
9,0,11,6.12444877624512
9,0,11,6.43067121505737
4,0,11,7.34933853149414
7,0,11,8.14694118499756
3,0,11,5.53632831573486
7,0,11,1.96581590175629
5,0,11,7.60528564453125
9,0,11,5.82680559158325
6,0,11,2.94880867004395
8,0,11,3.15318155288696
9,0,9,2.14355707168579
7,0,12,10.7709684371948
6,0,11,3.14280915260315
4,0,10,5.12973976135254
9,0,11,5.45950841903687
7,0,10,5.51200389862061
5,0,10,8.38082504272461
8,0,11,7.11478519439697
8,0,11,10.1053409576416
4,0,11,10.5654001235962
7,0,11,7.04311609268188
7,0,11,6.29887914657593
6,0,11,6.36942672729492
7,0,12,4.54959058761597
7,0,11,6.11106109619141
6,0,11,7.7205171585083
8,0,10,1.65296542644501
7,0,11,3.72885894775391
6,0,11,5.12423706054688
8,0,10,1.5519415140152
8,0,10,6.22788381576538
6,0,10,3.67466926574707
7,0,11,4.27888536453247
8,0,11,5.78760433197021
9,0,10,4.38263320922852
6,0,11,2.35303664207458
8,0,11,3.36844682693481
8,0,10,3.98089170455933
6,0,11,5.37504386901855
7,0,11,5.68698835372925
9,0,11,5.97408294677734
8,0,11,5.20578145980835
5,0,10,3.34012174606323
7,0,11,4.45859861373901
4,0,10,2.89190769195557
8,0,11,3.67466926574707
9,0,11,4.43233299255371
5,0,11,2.89994406700134
7,0,11,3.85720038414001
6,0,11,7.41893434524536
5,0,11,6.73689365386963
8,0,12,4.1159462928772
7,0,11,8.35102653503418
7,0,11,11.9807958602905
9,0,11,5.32827043533325
7,0,12,3.18471336364746
8,0,11,4.54959058761597
6,0,11,9.91467380523682
4,0,11,2.56609988212585
5,0,11,10.7812118530273
8,0,11,6.31417751312256
9,0,10,2.14355707168579
7,0,11,9.19471073150635
9,0,11,2.9010546207428
8,0,11,1.92313611507416
3,0,11,5.20578145980835
8,0,11,0.551200389862061
4,0,11,5.39781951904297
9,0,11,10.7349891662598
8,0,11,5.60613059997559
7,0,10,3.06222438812256
6,0,12,6.42786169052124
7,0,10,4.38135528564453
8,0,11,6.98745584487915
7,0,10,5.17839574813843
4,0,11,4.08296585083008
8,0,11,3.74672150611877
5,0,11,7.27588033676147
7,0,11,4.04202890396118
8,0,11,5.20578145980835
8,0,10,5.20578145980835
9,0,11,8.24245357513428
5,0,10,2.27479529380798
7,0,11,3.81860113143921
8,0,12,5.51077175140381
8,0,9,3.60595440864563
9,0,11,4.66467809677124
9,0,11,4.99142599105835
5,0,11,3.06222438812256
4,0,11,8.40764331817627
9,0,10,8.88045120239258
9,0,10,7.04311609268188
8,0,10,4.1539740562439
3,0,11,3.52406811714172
7,0,11,5.36090612411499
9,0,11,4.11225557327271
8,0,11,8.58057498931885
6,0,10,7.49344301223755
7,0,11,4.51275157928467
4,0,11,3.45010614395142
9,0,11,4.3883843421936
9,0,11,2.48040175437927
7,0,11,6.30307865142822
6,0,11,3.8277804851532
6,0,11,3.46164488792419
9,0,10,3.95464396476746
8,0,11,8.53794002532959
7,0,10,5.12057542800903
8,0,10,2.14355707168579
9,0,11,3.94799184799194
8,0,11,3.05341649055481
7,0,10,4.64437389373779
8,0,11,2.2579448223114
9,0,11,9.45285987854004
8,0,10,6.6625804901123
7,0,11,10.1836767196655
7,0,10,5.91954135894775
4,0,11,2.16157007217407
7,0,11,7.43719577789307
7,0,11,6.12444877624512
3,0,11,1.79758048057556
8,0,11,2.82514905929565
6,0,11,10.1053409576416
5,0,11,6.12444877624512
6,0,11,6.95960092544556
8,0,11,7.99509620666504
5,0,11,6.89000511169434
8,0,11,5.81070518493652
8,0,11,7.17641305923462
4,0,11,1.192138671875
2,0,11,3.89567375183105
8,0,12,3.28999304771423
6,0,11,3.87434720993042
8,0,11,4.26851654052734
6,0,11,6.11431217193604
9,0,10,3.9844491481781
8,0,11,8.77298355102539
7,0,11,3.94725036621094
9,0,10,3.67466926574707
8,0,11,2.44977951049805
6,0,11,3.36844682693481
6,0,11,3.81076812744141
7,0,11,2.44977951049805
6,0,11,4.35951852798462
5,0,11,2.24275588989258
7,0,10,4.59333658218384
9,0,11,6.09668064117432
5,0,11,1.80632960796356
3,0,10,1.93012928962708
3,0,11,4.28436756134033
3,0,10,1.99044585227966
2,0,10,0.271328091621399
4,0,11,2.51689672470093
7,0,11,3.22502613067627
9,0,10,7.55029249191284
11,0,8,1.47647094726562
8,0,10,2.64762401580811
8,0,12,5.310950756073
8,0,12,3.06222438812256
9,0,11,4.13400316238403
5,0,11,6.49941492080688
7,0,11,2.94307160377502
5,0,11,2.44977951049805
6,0,10,3.18906211853027
7,0,11,4.54959058761597
5,0,10,4.67685174942017
6,0,11,4.3456130027771
7,0,10,2.31615519523621
8,0,10,3.06222438812256
8,0,12,6.12444877624512
7,0,11,4.33786153793335
7,0,11,3.60533595085144
8,0,10,5.78803873062134
5,0,11,5.71052074432373
7,0,12,2.7560019493103
10,0,8,3.36024880409241
9,0,11,7.27934503555298
9,0,11,4.85932445526123
7,0,10,5.1037073135376
6,0,10,18.515775680542
9,0,10,5.47127628326416
10,0,9,5.60792922973633
8,0,10,5.45075941085815
8,0,10,6.73689365386963
6,0,10,3.46744346618652
5,0,10,7.47182750701904
5,0,10,4.40591907501221
9,0,10,5.35889291763306
8,0,10,1.7498425245285
5,0,9,2.31090307235718
9,0,10,10.8415775299072
10,0,9,2.7560019493103
9,0,10,3.98089170455933
9,0,10,3.42538547515869
8,0,9,1.1942675113678
8,0,10,3.96129894256592
8,0,10,2.24426102638245
9,0,9,5.97133779525757
6,0,10,1.84392011165619
8,0,10,4.13400316238403
5,0,10,0.518682956695557
4,0,10,5.64665508270264
9,0,10,10.9729709625244
3,0,10,1.01910829544067
4,0,9,3.79132533073425
8,0,9,3.06222438812256
9,0,10,7.04311609268188
7,0,10,1.98336243629456
8,0,9,3.1453959941864
4,0,9,3.35232996940613
5,0,11,0.554104089736938
4,0,9,0.324970752000809
9,0,10,4.49126243591309
3,0,9,0.551465511322021
9,0,8,5.71249055862427
4,0,9,2.42500472068787
9,0,6,4.51732397079468
8,0,9,4.63015174865723
3,0,9,2.32729053497314
9,0,8,2.14355707168579
9,0,9,3.67466926574707
3,0,8,1.48126208782196
3,0,8,1.67616498470306
10,1,12,11.4558038711548
7,1,14,2.93328857421875
12,1,11,6.2191309928894
12,1,12,6.91537761688232
11,1,11,4.94656276702881
12,1,12,5.13456392288208
10,1,12,3.06222438812256
7,1,11,5.5872163772583
11,1,12,7.6555609703064
10,1,14,16.6564502716064
9,1,15,3.21688222885132
12,1,12,6.82876062393188
8,1,11,1.03288006782532
11,1,12,3.49093580245972
10,1,12,6.13099908828735
11,1,13,4.63844394683838
7,1,15,7.96178340911865
8,1,15,8.94582366943359
9,1,13,2.44977951049805
11,1,12,2.63294053077698
14,1,8,6.18937206268311
9,1,12,2.04148292541504
10,1,11,1.09279382228851
8,1,14,0.734933853149414
11,1,12,3.50318479537964
6,1,14,9.03356170654297
9,1,15,8.75796222686768
12,1,10,4.89955902099609
8,1,13,6.34826564788818
11,1,12,2.91173791885376
5,1,15,3.26637268066406
8,1,12,4.33294343948364
10,1,12,3.25272488594055
12,1,12,10.5646743774414
12,1,12,7.94475889205933
11,1,12,6.12444877624512
15,1,8,3.23937797546387
9,1,12,2.52945780754089
12,1,11,2.96252417564392
16,1,8,5.73799610137939
9,1,14,9.79911804199219
11,1,12,6.12444877624512
9,1,15,15.7167673110962
7,1,12,7.46417188644409
9,1,12,2.35904693603516
12,1,12,6.11974143981934
8,1,15,12.2048892974854
8,1,12,5.57324838638306
13,1,9,4.42321300506592
7,1,12,10.9684991836548
12,1,10,2.00296449661255
14,1,9,7.83929443359375
11,1,12,4.8253231048584
9,1,11,3.34060835838318
9,1,13,6.27829027175903
11,1,10,2.07473182678223
10,1,11,3.67466926574707
8,1,14,5.4109206199646
9,1,13,6.63481950759888
6,1,13,3.36844682693481
9,1,11,6.35530376434326
11,1,12,4.89955902099609
9,1,12,4.7491340637207
11,1,12,2.46558451652527
11,1,12,7.04311609268188
6,1,11,2.59220862388611
9,1,11,4.89955902099609
6,1,12,4.98659086227417
5,1,14,3.07553195953369
9,1,12,4.39408540725708
7,1,12,7.72488689422607
5,1,14,14.3825769424438
10,1,10,9.63442707061768
7,1,12,5.73822212219238
9,1,10,4.3388466835022
10,1,12,4.41133451461792
8,1,14,10.6349773406982
9,1,12,7.6963906288147
6,1,14,11.6609506607056
5,1,14,1.38465797901154
6,1,13,1.48619961738586
4,1,14,5.08629369735718
8,1,12,9.03464794158936
10,1,11,2.44977951049805
14,1,9,7.19622755050659
12,1,11,5.51200389862061
9,1,12,3.21438455581665
13,1,8,1.03170597553253
11,1,10,6.12444877624512
3,1,15,6.45550012588501
4,1,12,2.34372854232788
11,1,12,4.89955902099609
7,1,14,3.98089170455933
8,1,10,0.868558168411255
12,1,11,6.73689365386963
6,1,12,0.831952273845673
7,1,13,4.54959058761597
6,1,11,6.00889301300049
10,1,12,8.68558216094971
12,1,10,3.06222438812256
11,1,8,1.52500236034393
10,1,12,5.34536695480347
13,1,10,7.04311609268188
6,1,12,6.12444877624512
6,1,14,3.59564423561096
14,1,9,3.67611193656921
8,1,14,2.04898834228516
6,1,14,2.44977951049805
9,1,12,3.001300573349
11,1,9,5.07524061203003
8,1,14,4.48551177978516
11,1,12,8.95300960540771
7,1,10,1.0734988451004
7,1,14,14.2903804779053
8,1,13,4.89955902099609
9,1,12,8.26800632476807
7,1,12,3.43449473381042
11,1,12,7.34933853149414
7,1,14,4.85104846954346
12,1,10,4.72839546203613
10,1,12,5.51200389862061
9,1,12,6.80869770050049
12,1,10,2.61757254600525
7,1,12,4.02562093734741
8,1,12,5.43731546401978
9,1,12,12.2838945388794
9,1,12,3.98089170455933
11,1,10,4.04836463928223
6,1,13,11.0924940109253
9,1,12,5.20578145980835
10,1,9,3.12226796150208
13,1,9,3.98089170455933
10,1,11,7.26405191421509
8,1,12,5.83013868331909
8,1,13,3.19196796417236
11,1,11,3.91563129425049
8,1,12,3.33283948898315
7,1,14,4.60440492630005
11,1,10,2.84678554534912
8,1,9,1.08817088603973
7,1,12,1.43296408653259
10,1,9,3.8277804851532
8,1,12,8.11489486694336
8,1,12,7.46417188644409
8,1,12,5.81682825088501
8,1,11,6.43376445770264
11,1,10,2.53201603889465
9,1,12,4.49606609344482
9,1,10,1.79782211780548
10,1,12,5.20578145980835
5,1,12,0.318471342325211
10,1,9,5.91446781158447
8,1,12,10.1984996795654
8,1,12,4.74644804000854
8,1,9,5.42848873138428
6,1,11,4.25401926040649
8,1,12,6.12444877624512
9,1,12,4.89955902099609
8,1,13,7.96178340911865
7,1,13,5.85198783874512
8,1,13,4.1904125213623
9,1,12,2.33826231956482
7,1,12,7.96178340911865
12,1,10,2.7560019493103
7,1,13,5.94293403625488
10,1,12,2.11491751670837
7,1,13,5.0526704788208
13,1,8,3.18471336364746
3,1,11,1.64726555347443
6,1,12,5.20578145980835
6,1,14,10.6157112121582
10,1,11,4.81316900253296
8,1,13,9.93341636657715
9,1,12,5.67853784561157
8,1,12,3.57832956314087
8,1,11,4.61616992950439
7,1,12,8.03943729400635
9,1,13,7.14519023895264
8,1,10,7.43324327468872
4,1,12,2.00801610946655
10,1,11,2.00296449661255
8,1,12,3.28121995925903
4,1,12,1.99356079101562
11,1,11,9.3755578994751
7,1,13,5.97133779525757
7,1,13,9.75318431854248
5,1,12,4.59333658218384
9,1,12,7.04311609268188
9,1,11,5.59750270843506
5,1,12,6.25568675994873
4,1,11,2.76131224632263
9,1,8,4.89955902099609
10,1,11,10.1053409576416
8,1,12,2.56973433494568
6,1,11,7.73516702651978
9,1,10,2.7560019493103
8,1,11,9.35390758514404
6,1,11,5.77580261230469
7,1,12,5.00653648376465
11,1,8,5.70915079116821
8,1,9,0.525819480419159
6,1,12,2.14355707168579
8,1,11,7.6555609703064
7,1,12,8.57422828674316
7,1,12,3.11209774017334
9,1,12,3.97691082954407
5,1,12,3.76592040061951
9,1,12,7.34933853149414
12,1,8,1.04115629196167
6,1,9,5.81822633743286
7,1,11,0.221160650253296
6,1,11,4.89955902099609
4,1,11,3.10703754425049
8,1,11,3.8370041847229
8,1,12,4.38665771484375
2,1,12,3.72844481468201
8,1,11,4.59333658218384
8,1,12,6.32201147079468
12,1,8,6.05095529556274
7,1,11,4.39270830154419
3,1,12,6.43067121505737
5,1,12,5.73248386383057
5,1,11,4.59333658218384
5,1,12,3.68601083755493
8,1,12,7.15604543685913
9,1,12,7.04311609268188
8,1,11,4.77707004547119
3,1,11,9.49289608001709
7,1,13,3.79132533073425
9,1,12,3.36844682693481
9,1,11,3.98089170455933
6,1,10,5.73248386383057
10,1,11,2.20586204528809
10,1,10,1.9053840637207
5,1,11,4.77707004547119
3,1,12,2.38109421730042
4,1,12,4.55698823928833
10,1,11,7.96178340911865
8,1,11,5.53863191604614
5,1,13,9.66301918029785
5,1,12,5.20578145980835
4,1,11,6.40787410736084
7,1,11,5.69623517990112
5,1,11,39.8089179992676
7,1,12,4.59333658218384
8,1,12,9.56945133209229
6,1,12,8.57422828674316
7,1,12,0.762537002563477
6,1,12,5.72532749176025
6,1,11,18.4734191894531
2,1,13,3.36413383483887
10,1,9,4.73211479187012
7,1,8,2.14355707168579
9,1,11,4.13400316238403
9,1,11,7.68469142913818
6,1,11,3.7052915096283
7,1,12,5.40751314163208
6,1,12,3.9676661491394
5,1,11,6.09838724136353
6,1,11,3.31740975379944
5,1,11,11.7228717803955
6,1,11,3.74546265602112
8,1,10,7.96178340911865
9,1,9,2.54099464416504
7,1,11,4.22002649307251
9,1,11,4.45859861373901
7,1,11,7.6555609703064
8,1,11,5.38413095474243
8,1,11,5.66530990600586
7,1,11,5.20578145980835
7,1,10,5.44912958145142
7,1,11,4.11413335800171
5,1,12,11.8895969390869
4,1,10,3.06222438812256
4,1,11,4.56271457672119
9,1,10,4.89955902099609
10,1,10,0.826125383377075
7,1,8,1.83733463287354
4,1,11,6.27756023406982
4,1,11,4.74644804000854
7,1,11,5.20578145980835
7,1,11,3.20940113067627
7,1,10,5.20578145980835
8,1,10,5.81822633743286
8,1,10,6.23943853378296
2,1,11,11.8114366531372
9,1,10,5.81822633743286
9,1,11,2.9047966003418
5,1,12,4.10338068008423
8,1,11,7.34933853149414
7,1,10,0.50470894575119
9,1,9,0.469721734523773
7,1,11,4.63150835037231
8,1,11,3.59854626655579
4,1,11,6.43067121505737
7,1,10,6.36942672729492
5,1,10,4.35178232192993
8,1,10,4.68483734130859
4,1,10,3.97044324874878
8,1,11,10.7071132659912
7,1,10,4.74644804000854
5,1,10,9.84365940093994
2,1,12,4.50626087188721
8,1,9,5.46396923065186
8,1,10,4.19962215423584
7,1,11,3.18471336364746
8,1,11,5.62670230865479
7,1,10,2.14355707168579
6,1,9,3.67466926574707
7,1,10,5.7406849861145
8,1,11,7.96178340911865
8,1,10,1.37800097465515
8,1,11,5.13287115097046
7,1,10,3.06222438812256
9,1,11,6.82438564300537
10,1,9,1.31328392028809
10,1,9,5.51200389862061
4,1,13,5.93951892852783
6,1,11,6.58679103851318
6,1,11,4.09463167190552
6,1,11,6.60978269577026
7,1,9,5.35245943069458
5,1,9,2.0603506565094
4,1,8,3.63967251777649
7,1,10,6.57875061035156
7,1,10,2.51424741744995
8,1,9,5.3287525177002
9,1,8,7.34933853149414
3,1,8,9.09918117523193
7,1,10,8.66609477996826
7,1,10,2.17139554023743
5,1,11,9.2993631362915
6,1,10,2.8152163028717
9,1,10,7.04311609268188
6,1,10,7.46305084228516
7,1,10,5.39287853240967
9,1,10,3.25199604034424
5,1,11,4.28711414337158
5,1,10,5.91514348983765
7,1,10,7.13498306274414
4,1,10,11.6364526748657
6,1,9,5.1778244972229
6,1,7,4.65406942367554
3,1,8,0.776759386062622
3,1,10,5.38413095474243
10,1,12,11.1989917755127
9,1,12,7.45358467102051
11,1,12,7.8115611076355
8,1,12,8.26800632476807
14,1,8,1.85157752037048
10,1,11,4.5122709274292
8,1,10,3.78980898857117
9,1,13,3.5713791847229
10,1,14,10.6157112121582
11,1,12,5.51200389862061
7,1,15,12.0867319107056
9,1,12,4.89955902099609
7,1,12,2.58757972717285
11,1,12,3.15318155288696
8,1,14,2.4419527053833
10,1,12,3.87812161445618
5,1,14,6.07769727706909
14,1,10,5.47977018356323
11,1,12,8.71728134155273
14,1,8,5.65432119369507
8,1,10,7.60074806213379
6,1,14,8.10654354095459
12,1,10,2.36452031135559
11,1,9,4.1904125213623
12,1,12,5.66171264648438
10,1,12,7.96178340911865
11,1,12,5.84606456756592
7,1,14,4.12182188034058
18,1,6,5.06161499023438
16,1,8,5.24880647659302
16,1,8,4.0991358757019
11,1,11,12.3279228210449
9,1,14,25.0767345428467
10,1,12,5.84947347640991
11,1,12,5.51200389862061
11,1,13,3.06222438812256
12,1,12,8.32042217254639
8,1,15,0.891244411468506
7,1,15,7.82834577560425
12,1,11,4.39877557754517
11,1,13,8.4503173828125
16,1,6,0.23144719004631
9,1,9,2.67248678207397
13,1,6,3.58120369911194
14,1,8,10.4115629196167
17,1,6,7.00636959075928
11,1,13,9.58232307434082
8,1,12,4.59333658218384
11,1,12,6.75723314285278
10,1,10,7.34933853149414
9,1,14,10.3948211669922
11,1,12,6.51096963882446
12,1,11,18.3733463287354
15,1,4,3.56497764587402
9,1,13,9.02398109436035
8,1,13,6.21019124984741
9,1,12,6.43067121505737
7,1,14,10.1053409576416
11,1,12,11.7853145599365
6,1,12,3.47021770477295
9,1,12,4.24628448486328
7,1,14,6.2554874420166
9,1,13,13.6098861694336
11,1,12,6.43067121505737
9,1,12,6.73689365386963
9,1,13,5.88770532608032
9,1,12,1.74164009094238
6,1,13,10.4367952346802
9,1,13,5.12973976135254
6,1,13,7.01179790496826
8,1,14,10.5646743774414
18,1,4,9.09918117523193
6,1,12,3.30756592750549
10,1,11,3.55833888053894
10,1,12,7.34933853149414
10,1,10,5.49271202087402
10,1,10,1.56113398075104
10,1,11,12.1515293121338
15,1,8,4.79612016677856
11,1,12,5.41401290893555
9,1,13,6.63481950759888
11,1,12,12.4890718460083
11,1,12,3.06222438812256
9,1,13,5.98434686660767
